date,transID,quantity,type,price,clientName,stationName,transactionType,transactionFor
2010-07-31 23:18:00,1511122484,5,Memory Augmentation - Standard,2.234873941E7,Kida YaLola,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-07-31 23:20:00,1511124023,1,Memory Augmentation - Standard,2.234873941E7,Nevets Estevan,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-07-31 23:24:00,1511127658,1,Memory Augmentation - Standard,2.249931839E7,Askar0n,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-07-31 23:29:00,1511132538,1,Memory Augmentation - Standard,2.234873941E7,Omm3n,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-01 00:28:00,1511179946,598,Republic Fleet EMP L,2199.51,Jesse Ibo,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-01 00:32:00,1511182888,10502,Caldari Navy Antimatter Charge S,480.96,Kill Road,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Personal
2010-08-01 00:57:00,1511200808,8,Neural Boost - Standard,2.201015655E7,jonhoney ATH,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Personal
2010-08-01 00:58:00,1511201109,2,Neural Boost - Standard,2.201015655E7,jonhoney ATH,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Personal
2010-08-01 01:08:00,1511209109,1000,Republic Fleet EMP L,2199.51,Graugaard,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-01 01:08:00,1511209130,200,Republic Fleet EMP L,2199.51,Jezz Zena,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-01 01:22:00,1511220159,4000,Republic Fleet EMP L,2199.51,Cora Deepheart,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-01 01:30:00,1511226340,50000,Republic Fleet EMP M,884.99,Prairie Dogger,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Personal
2010-08-01 03:04:00,1511288922,200,Republic Fleet EMP L,2199.51,Nexus Havoc,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-01 03:04:00,1511289379,3305,Republic Fleet EMP L,2199.52,TheCorrupted,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-01 03:32:00,1511305625,40697,Republic Fleet EMP L,1111.01,Chinua,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Personal
2010-08-01 04:25:00,1511337464,3,Kernite Mining Crystal II,200002.02,Bubba Theman,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Personal
2010-08-01 14:05:00,1511717630,1,Gallente Industrial,330999.99,logistic stuffic,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Personal
2010-08-01 14:18:00,1511731787,2,Ocular Filter - Standard,2.152318951E7,Jaro TheCruel,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Personal
2010-08-01 14:22:00,1511735791,1,Neural Boost - Standard,2.299043391E7,Cpl Crazed,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-01 14:24:00,1511737645,24000,Mercury,3119.98,colptodd,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-01 14:24:00,1511737797,10000,Neodymium,17976.85,colptodd,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-01 14:30:00,1511742982,1200,Mercury,3119.98,Shiny Jenkins,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-01 14:31:00,1511744400,7,Sisters Core Scanner Probe,598062.01,Kruglik,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Personal
2010-08-01 14:33:00,1511745865,300,Caldari Navy Antimatter Charge S,588.95,Mafone,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-01 14:34:00,1511747192,1000,Mercury,3119.98,Ceogirl,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-01 14:36:00,1511749271,3,Kernite Mining Crystal II,273999.22,Khatara,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-01 14:39:00,1511751883,20000,Republic Fleet Fusion S,815.85,iHaveNoPantsOn,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-01 14:46:00,1511759489,1,Ocular Filter - Standard,2.249316937E7,KeLLaX,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-01 14:58:00,1511772168,3000,Republic Fleet Fusion S,815.85,rr vertigo,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-01 15:05:00,1511779494,10202,Caldari Navy Antimatter Charge S,588.95,Max Rankin,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-01 15:29:00,1511804665,1,Ocular Filter - Standard,2.249316937E7,ACiDx,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-01 15:57:00,1511834359,13399,Mercury,3119.98,Bludd Raines,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-01 16:00:00,1511836473,2,Memory Augmentation - Standard,2.2298484E7,Trengfix,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-01 23:16:00,1512290327,2000,Republic Fleet EMP M,959.8,Azuss,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-01 23:19:00,1512293878,5,Kernite Mining Crystal II,221000.01,Cydien,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Personal
2010-08-01 23:20:00,1512294462,2,Neural Boost - Standard,2.299042699E7,Ohmhagen,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-01 23:20:00,1512294743,7500,Republic Fleet Fusion S,815.09,ako ako,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-01 23:27:00,1512300128,5,Large Cargohold Optimization I,1.760005201E7,Dylon Xavier,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Personal
2010-08-01 23:27:00,1512300420,1,Neural Boost - Standard,2.29904319E7,Sempron Gracchus,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-01 23:27:00,1512300587,7,Sisters Core Scanner Probe,634498.91,Yoshiko Mikoto,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-01 23:32:00,1512305049,3000,Republic Fleet EMP M,959.8,worcestershire2,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-01 23:35:00,1512307603,2000,Republic Fleet EMP M,959.8,Aaronus,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-01 23:37:00,1512309224,2000,Republic Fleet EMP M,959.91,nitereper,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-01 23:41:00,1512312965,2242,Caldari Navy Antimatter Charge S,481.37,Erica Davy,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Personal
2010-08-02 00:15:00,1512339933,500,Republic Fleet EMP M,959.8,Jum Shoot,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-02 00:24:00,1512346538,2890,Caldari Navy Antimatter Charge S,481.37,LynnB,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Personal
2010-08-02 00:31:00,1512351491,2500,Republic Fleet EMP M,959.8,Lexa Hellfury,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-02 00:35:00,1512354050,2500,Republic Fleet EMP M,959.8,K5Project,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-02 00:41:00,1512358143,10000,Republic Fleet EMP M,959.8,Zaraki Kanpachi,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-02 00:47:00,1512362419,5000,Republic Fleet EMP M,959.8,Snelle Levering,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-02 00:48:00,1512362598,3000,Republic Fleet EMP M,959.8,DiedreKell,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-02 01:01:00,1512371714,145,Sisters Core Scanner Probe,598065.08,Robbert Smith,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Personal
2010-08-02 01:03:00,1512373328,2500,Republic Fleet EMP M,959.8,VictorSteinerDavion,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-02 01:06:00,1512375604,6,Sisters Core Scanner Probe,598065.08,ARAMU MURU,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Personal
2010-08-02 01:07:00,1512376040,2000,Republic Fleet EMP M,959.8,Selene Starsong,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-02 01:10:00,1512378289,13000,Republic Fleet EMP M,959.8,balou2003,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-02 01:20:00,1512385283,1,Neural Boost - Standard,2.299042699E7,Spawn06,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-02 01:34:00,1512394082,1,Neural Boost - Standard,2.299042699E7,Pondar Slocks,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-02 01:55:00,1512408513,16,1400mm Howitzer Artillery II,2470005.13,Chokmah,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Personal
2010-08-02 02:02:00,1512413061,4,Sisters Core Scanner Probe,598065.08,Vala Lastrom,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Personal
2010-08-02 03:17:00,1512464479,1,Neural Boost - Standard,2.299042699E7,dguba,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-02 06:35:00,1512577851,51647,Mercury,3118.99,Distun,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-02 08:35:00,1512641536,1,Neural Boost - Standard,2.299042699E7,Harald1,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-02 08:39:00,1512643236,1,Neural Boost - Standard,2.299042699E7,Lanianon,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-02 08:41:00,1512644473,1,Neural Boost - Standard,2.2990427E7,Mr'Capsule,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-02 12:38:00,1512753783,8754,Mercury,3118.99,Lana Real,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-02 13:20:00,1512780081,24,Kernite Mining Crystal II,221000.01,Serena Blake,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Personal
2010-08-02 20:15:00,1513140743,3,Large Cargohold Optimization I,1.889989868E7,Ezekiel Hawke,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-02 20:25:00,1513151331,5,Sisters Core Scanner Probe,598072.01,overheadcorie,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Personal
2010-08-02 20:31:00,1513158133,56,Republic Fleet Fusion S,353.14,fizor11,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Personal
2010-08-02 21:03:00,1513189717,10,Sisters Core Scanner Probe,598072.01,Vernuran Grimhaus,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Personal
2010-08-02 23:49:00,1513334006,3,Cynosural Field Generator I,1200005.02,Mr RandD,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Personal
2010-08-03 02:40:00,1513452478,5,Memory Augmentation - Standard,2.154106202E7,Cassianis,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Personal
2010-08-03 02:48:00,1513457331,3,Kernite Mining Crystal II,221000.01,Dominguero,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Personal
2010-08-03 03:53:00,1513499324,9,Sisters Core Scanner Probe,637894.99,SipeoM,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-03 03:59:00,1513502666,10,Sisters Core Scanner Probe,637894.99,Armakoir,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-03 04:14:00,1513512000,100,Sisters Core Scanner Probe,637894.99,B Diddy,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-03 04:26:00,1513518660,20,Sisters Core Scanner Probe,637894.99,Redo Jorias,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-03 04:35:00,1513524345,1,1400mm Howitzer Artillery II,2877776.94,Tyrnan,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-03 04:44:00,1513529750,10,Sisters Core Scanner Probe,637894.99,Redo Jorias,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-03 04:46:00,1513530709,4,Sisters Core Scanner Probe,637894.99,DSali,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-03 05:06:00,1513541822,2,Sisters Core Scanner Probe,637894.99,Merak Nekkar,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-03 07:18:00,1513612633,4,1400mm Howitzer Artillery II,2877776.94,Tempest Fortius20,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-03 08:45:00,1513657775,8,1400mm Howitzer Artillery II,2877776.94,Silmo,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-03 08:47:00,1513658656,3,1400mm Howitzer Artillery II,2877776.94,JitaKiller,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-03 14:25:00,1513811253,20,Neural Boost - Standard,2.200500002E7,,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Personal
2010-08-03 14:27:00,1513812302,5,Memory Augmentation - Standard,2.154106202E7,,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Personal
2010-08-03 14:29:00,1513814116,2,Cynosural Field Generator I,1200005.02,Good Messenger,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Personal
2010-08-03 14:47:00,1513826566,1,Cynosural Field Generator I,1200005.02,xSexySushix,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Personal
2010-08-03 15:36:00,1513864796,1,Cynosural Field Generator I,1200005.02,Skallakappi,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Personal
2010-08-03 17:42:00,1513972419,1952,Caldari Navy Antimatter Charge S,587.94,PlasticSurgeon,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-03 17:51:00,1513981237,2000,Caldari Navy Antimatter Charge S,587.94,Lori Rad,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-03 18:02:00,1513990604,1180,Caldari Navy Antimatter Charge S,587.94,Dr Sheepbringer,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-04 07:34:00,1514593585,15596,Mercury,2700.03,Sirion Grey,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Personal
2010-08-04 11:50:00,1514712257,59404,Mercury,2700.03,Mayor Quimby,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Personal
2010-08-05 22:57:00,1516220049,15,Sisters Core Scanner Probe,673998.93,tek0n,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-05 23:05:00,1516227598,1,Cynosural Field Generator I,1342589.86,Ralaga,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-05 23:07:00,1516228798,1,Neural Boost - Standard,2.149279898E7,Ka1isto,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-05 23:14:00,1516234638,1,Neural Boost - Standard,2.149279898E7,AK9,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-05 23:16:00,1516235737,6,Cynosural Field Generator I,1342589.87,Jilal Mubaru,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-05 23:38:00,1516254814,10000,Mercury,2893.98,Misstang,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-05 23:41:00,1516256748,1,Neural Boost - Standard,2.149279898E7,Wotako Tsu,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-06 00:09:00,1516277973,2,Large Cargohold Optimization I,1.799499999E7,Jhori,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-06 01:42:00,1516341643,17922,Republic Fleet EMP L,1444.96,Sellen Gudes,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-06 03:00:00,1516390766,5000,Republic Fleet EMP L,1444.96,Goodwin,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-06 03:09:00,1516396732,2000,Republic Fleet EMP L,1444.96,Quaaid,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-06 03:25:00,1516406902,6,Republic Fleet EMP L,1444.96,Dollane,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-06 03:25:00,1516407012,8,Republic Fleet EMP L,1444.96,Dollane,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-06 05:00:00,1516461811,6,Kernite Mining Crystal II,250001.01,Mesushi,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Personal
2010-08-06 06:37:00,1516516308,1,Memory Augmentation - Standard,2.145E7,Inarea,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-06 06:44:00,1516520059,1,Memory Augmentation - Standard,2.139999983E7,amis27,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-06 06:54:00,1516525305,1,Memory Augmentation - Standard,2.139999983E7,Zorg08,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-06 06:59:00,1516527535,1,Memory Augmentation - Standard,2.139999983E7,Captain Apoc,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-06 09:55:00,1516623625,50000,Republic Fleet EMP M,910.71,Chinua,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Personal
2010-08-06 17:42:00,1516926484,7,Kernite Mining Crystal II,250001.01,Charlene Miller,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Personal
2010-08-06 22:26:00,1517183590,3,Memory Augmentation - Standard,2.139999983E7,deliormanli,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-06 22:33:00,1517190484,1,Memory Augmentation - Standard,2.139999983E7,Deathscyth,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-06 22:49:00,1517203623,1,Memory Augmentation - Standard,2.139999983E7,Dilailla,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-06 23:01:00,1517213511,1,Memory Augmentation - Standard,2.139999983E7,Ralarina,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-07 00:04:00,1517263569,1,Neural Boost - Standard,2.149279898E7,JIis,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-07 00:13:00,1517270340,1,Neural Boost - Standard,2.149279898E7,Hanso Gravitas,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-07 00:13:00,1517270684,1,Neural Boost - Standard,2.149279898E7,Rigby Jess,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-07 00:20:00,1517275671,3,Large Cargohold Optimization I,1.780406501E7,Catherine Sukata,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Personal
2010-08-07 00:26:00,1517280381,1,Neural Boost - Standard,2.149279898E7,Medio Morde,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-07 00:47:00,1517294471,1,Neural Boost - Standard,2.149279898E7,Invictusletum,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-07 01:19:00,1517315472,2,Large Cargohold Optimization I,1.780406501E7,EniTraPhd,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Personal
2010-08-07 01:20:00,1517316161,1,Neural Boost - Standard,2.149279898E7,Lacelotte,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-07 01:29:00,1517322111,1,Neural Boost - Standard,2.149279898E7,Guyute,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-07 01:31:00,1517323149,4,Neural Boost - Standard,2.149279898E7,Ruby Panda,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-07 01:40:00,1517329195,1,Neural Boost - Standard,2.149279898E7,L'Un aveugler,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-07 01:51:00,1517336549,1,Neural Boost - Standard,2.149279898E7,Great Tahoe,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-07 01:53:00,1517337630,1,Neural Boost - Standard,2.149279898E7,Trinitymoon,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-07 03:19:00,1517394245,1,Neural Boost - Standard,2.149279898E7,AsiaFury,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-07 03:22:00,1517396167,2,Kernite Mining Crystal II,250001.01,niceandgreen,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Personal
2010-08-07 03:25:00,1517397829,1,Neural Boost - Standard,2.149279898E7,xFire Angelx,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-07 03:50:00,1517412916,1,Neural Boost - Standard,2.149279898E7,ArkAnLu,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-07 15:27:00,1517869841,1309,Republic Fleet EMP L,1444.96,Megadama ORJA,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-07 15:37:00,1517879605,3000,Republic Fleet EMP L,1444.96,Anthoni MIner,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-08 00:09:00,1518272090,5,Large Cargohold Optimization I,1.780406501E7,Brzydactwo,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Personal
2010-08-08 13:24:00,1518787951,2,Buzzard,1.308410087E7,mihasin,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Personal
2010-08-09 14:00:00,1519902644,84366,Caldari Navy Antimatter Charge S,495.18,Pepsi'kaka,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Personal
2010-08-10 15:10:00,1520942733,453,Republic Fleet Fusion S,620.09,Jarno's Avatar,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Personal
2010-08-12 18:37:00,1523087531,49491,Republic Fleet Fusion S,620.09,Bonnie Twiddle,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Personal
